"heart_rate","exercise_group"
46.0326689545223,"high intensity"
77.4622854163461,"high intensity"
57.1501871298525,"high intensity"
80.4875854170889,"high intensity"
66.7829547925389,"high intensity"
76.2904404487739,"high intensity"
64.4497242638815,"high intensity"
75.7605177403298,"high intensity"
50.5618310696978,"high intensity"
86.5192991489643,"high intensity"
71.9908330221557,"high intensity"
63.0427284118017,"high intensity"
68.0501517114906,"high intensity"
52.5881192369778,"high intensity"
80.6910741083771,"high intensity"
82.7320559825865,"high intensity"
81.2096946712068,"high intensity"
60.7951334471036,"high intensity"
81.3057418179523,"high intensity"
70.7283836851523,"high intensity"
50.7627316766466,"high intensity"
77.726692093004,"high intensity"
67.8992171387386,"high intensity"
72.860666467856,"high intensity"
67.0844128464782,"high intensity"
71.0391903885632,"high intensity"
70.4290750419196,"high intensity"
60.61699100935,"high intensity"
73.3174141397473,"high intensity"
73.9685645303,"high intensity"
62.1260564005033,"high intensity"
74.2084558042015,"high intensity"
63.3084923150183,"high intensity"
77.5813876165547,"high intensity"
64.803782193774,"high intensity"
66.5866986387978,"high intensity"
66.1440725532948,"high intensity"
69.3827837218181,"high intensity"
56.9567522752432,"high intensity"
48.6605556424082,"high intensity"
77.116802640715,"high intensity"
60.6823678370004,"high intensity"
73.1466205222466,"high intensity"
68.0970285337524,"high intensity"
57.1026730699285,"high intensity"
66.4518697329733,"high intensity"
73.7566754479118,"high intensity"
65.3896465449007,"high intensity"
63.4165067750752,"high intensity"
85.0844868464118,"high intensity"
60.7942760724382,"high intensity"
54.606307838288,"high intensity"
68.3305197868685,"high intensity"
60.1896974468497,"high intensity"
55.8196144793807,"high intensity"
90.288828270015,"high intensity"
63.8309894325212,"high intensity"
66.8183485803631,"high intensity"
65.1517923392149,"high intensity"
78.2033815402621,"high intensity"
72.3943548839708,"high intensity"
47.0384236585025,"high intensity"
76.1774417974955,"high intensity"
63.1313008284883,"high intensity"
60.7836421340938,"high intensity"
61.1196394218539,"high intensity"
70.9464601574266,"high intensity"
82.9751698091011,"high intensity"
71.2882585412425,"high intensity"
77.2875105220122,"high intensity"
72.2379900911897,"high intensity"
80.5354979144092,"high intensity"
90.5518668506123,"high intensity"
77.294187610217,"high intensity"
75.9770712565634,"high intensity"
80.8063080214632,"high intensity"
69.4250082651507,"high intensity"
68.586063369601,"high intensity"
72.7774370167797,"high intensity"
63.8338406854169,"high intensity"
67.9410150866153,"high intensity"
55.1585343322487,"high intensity"
63.713755994299,"high intensity"
64.7956877483811,"high intensity"
67.0901712098476,"high intensity"
67.3145889348386,"high intensity"
61.9358438619971,"high intensity"
61.2701175078219,"high intensity"
70.0203564451814,"high intensity"
61.8171671807918,"high intensity"
51.7443412553126,"high intensity"
73.7701154116127,"high intensity"
91.6689040180929,"high intensity"
52.7037659309073,"high intensity"
65.2814173563274,"high intensity"
75.5927731233546,"high intensity"
77.290450813003,"high intensity"
75.5909808048054,"high intensity"
58.4567972455744,"high intensity"
65.7306559908779,"high intensity"
58.0090681609842,"high intensity"
61.0961869628878,"high intensity"
62.6653601915666,"high intensity"
77.6173438450956,"high intensity"
51.0615655239402,"high intensity"
68.5908304704582,"high intensity"
63.8685477189736,"high intensity"
77.6722106913717,"high intensity"
65.6389073544505,"high intensity"
62.3645279927582,"high intensity"
62.3086903246444,"high intensity"
78.6266285131956,"high intensity"
80.444788416371,"high intensity"
77.4118478937655,"high intensity"
65.898160411183,"high intensity"
91.1866353379655,"high intensity"
58.1470235882335,"high intensity"
61.7325390760954,"high intensity"
68.7161404884221,"high intensity"
60.0040837241333,"high intensity"
81.8910308142492,"high intensity"
62.8574102664137,"high intensity"
71.192083924268,"high intensity"
78.0144559204661,"high intensity"
62.4418831928283,"high intensity"
71.8264223932605,"high intensity"
79.1004823799388,"high intensity"
45.8669750749414,"high intensity"
69.2007253697747,"high intensity"
68.1329082073408,"high intensity"
67.5137051528734,"high intensity"
52.0123243959545,"high intensity"
92.7650878153755,"high intensity"
74.5247745173445,"high intensity"
77.3563733611661,"high intensity"
72.0176232239947,"high intensity"
61.4500237676392,"high intensity"
64.9764816331471,"high intensity"
93.1867756506175,"high intensity"
55.1319787075602,"high intensity"
87.5812446368493,"high intensity"
45.2896104664948,"high intensity"
78.5603013709433,"high intensity"
42.5691730588599,"high intensity"
79.50594923855,"high intensity"
66.1847584035474,"high intensity"
72.5966650588703,"high intensity"
86.579202753525,"high intensity"
69.3250749426983,"high intensity"
58.8054546155808,"high intensity"
62.0851621691618,"high intensity"
54.8305060068522,"high intensity"
68.3312028882299,"high intensity"
49.5763905437591,"high intensity"
76.6906802142592,"high intensity"
75.4517151817374,"high intensity"
51.345241735012,"high intensity"
77.8466164837217,"high intensity"
75.0908725500001,"high intensity"
67.1365711749072,"high intensity"
61.3036538677419,"high intensity"
76.6571861353353,"high intensity"
51.9752896991547,"high intensity"
66.6821643852551,"high intensity"
58.2087876841843,"high intensity"
64.0044844236782,"high intensity"
66.632684833252,"high intensity"
66.5868985805804,"high intensity"
61.690251823813,"high intensity"
60.3566503445871,"high intensity"
61.6367587685827,"high intensity"
71.1917341286127,"high intensity"
73.4827544895209,"high intensity"
62.7866826001981,"high intensity"
51.8989630257626,"high intensity"
69.531901112,"high intensity"
89.5156090035745,"high intensity"
60.0085176018688,"high intensity"
73.5282876338732,"high intensity"
64.1131380763069,"high intensity"
74.2006343667726,"high intensity"
70.1737955309089,"high intensity"
58.2737563896857,"high intensity"
72.1096076779387,"high intensity"
67.0909907838134,"high intensity"
57.8308926747774,"high intensity"
58.1228516486215,"high intensity"
77.9362113063053,"high intensity"
62.4955430446846,"high intensity"
68.7139607192445,"high intensity"
80.3409854288911,"high intensity"
81.6414870082807,"high intensity"
60.1599094303563,"high intensity"
74.9399805299279,"high intensity"
67.8305082363508,"high intensity"
58.0680597352969,"high intensity"
64.786404684445,"high intensity"
72.1598190750364,"high intensity"
72.2949306883567,"high intensity"
66.9916698916361,"high intensity"
67.9876641654526,"high intensity"
66.9495191607604,"high intensity"
55.0009596848324,"high intensity"
71.9619441352168,"high intensity"
87.8267421749004,"high intensity"
69.0612507486369,"high intensity"
49.3541592849772,"high intensity"
57.3269223914559,"high intensity"
57.4690086159247,"high intensity"
74.9766301417653,"high intensity"
59.8743113773579,"high intensity"
86.0251137988837,"high intensity"
62.9609989357366,"high intensity"
59.8667860261886,"high intensity"
78.2147378601246,"high intensity"
60.2656024248477,"high intensity"
63.4385930911314,"high intensity"
78.2454172312186,"high intensity"
62.5859870435774,"high intensity"
79.4191417462228,"high intensity"
69.0035441237403,"high intensity"
61.144055596765,"high intensity"
51.4882096516138,"high intensity"
59.8072486692971,"high intensity"
76.370966363891,"high intensity"
75.5724407175433,"high intensity"
54.3888071501019,"high intensity"
37.869990038562,"high intensity"
54.4290015913199,"high intensity"
77.1233681866865,"high intensity"
57.8393588628255,"high intensity"
72.7204026150647,"high intensity"
53.9652244374921,"high intensity"
55.7098976272593,"high intensity"
63.488685252051,"high intensity"
62.2292922966388,"high intensity"
71.0933350168336,"high intensity"
59.8588675257319,"high intensity"
72.5621955935028,"high intensity"
50.6277532349024,"high intensity"
53.246775099537,"high intensity"
65.2606430880686,"high intensity"
74.6526639006795,"high intensity"
53.5566081232217,"high intensity"
58.8146044030772,"high intensity"
72.4529471708933,"high intensity"
85.0729990959204,"high intensity"
59.1805189957952,"high intensity"
57.3325493519847,"high intensity"
74.6732882738017,"high intensity"
98.0161890614584,"high intensity"
62.5743971614356,"high intensity"
84.0647825824714,"high intensity"
90.2552718949103,"high intensity"
68.8428170117543,"high intensity"
79.7266653524497,"high intensity"
87.4841186998956,"high intensity"
58.8979135510157,"high intensity"
68.4462465445376,"high intensity"
65.2275650467586,"high intensity"
70.2391344890636,"high intensity"
74.9772551704478,"high intensity"
72.7180810899919,"high intensity"
70.3333818792509,"high intensity"
64.6688377658301,"high intensity"
68.4967956704064,"high intensity"
54.2632982914278,"high intensity"
73.1160190697007,"high intensity"
65.2589764654944,"high intensity"
72.1889288705096,"high intensity"
50.1224406438981,"high intensity"
73.9306862346128,"high intensity"
84.6593158272804,"high intensity"
81.2541899270781,"high intensity"
73.4879904300627,"high intensity"
76.166247642459,"high intensity"
91.7415606627661,"high intensity"
78.2370823313184,"high intensity"
89.3991173621092,"high intensity"
78.9978296713833,"high intensity"
75.9696418477286,"high intensity"
67.5761564904126,"high intensity"
71.4897373434506,"high intensity"
83.4394340606651,"high intensity"
76.4290468504784,"high intensity"
63.6416130276356,"high intensity"
63.5774899095067,"high intensity"
77.5358127399698,"high intensity"
75.8613461111903,"high intensity"
72.6185947491065,"high intensity"
70.0875080210244,"high intensity"
58.6676151687361,"high intensity"
65.2676730819924,"high intensity"
71.9527519270782,"high intensity"
77.7232819264518,"high intensity"
71.4154788095421,"high intensity"
79.8591837242504,"high intensity"
66.1540113956529,"high intensity"
61.5321932827752,"high intensity"
79.8600946026091,"high intensity"
76.834012016011,"high intensity"
59.0315098260402,"high intensity"
54.956572877304,"high intensity"
66.4773386272004,"high intensity"
59.6273453682684,"high intensity"
87.2355579847294,"high intensity"
75.2038253853965,"high intensity"
74.7231769324954,"high intensity"
65.0875486991827,"high intensity"
57.2625839100422,"high intensity"
59.8373268833216,"high intensity"
90.1120125104895,"high intensity"
79.4953915387237,"high intensity"
75.0149205881813,"high intensity"
70.821352950335,"high intensity"
83.1519094168131,"high intensity"
88.1014459546019,"high intensity"
77.1061228020319,"high intensity"
84.5275937604102,"high intensity"
81.1049557279077,"high intensity"
58.4028125903628,"high intensity"
54.7944509145895,"high intensity"
72.0485609582304,"high intensity"
80.0506029255957,"high intensity"
52.5541322633782,"high intensity"
59.9888281981006,"high intensity"
69.9188279414263,"high intensity"
70.2205483767262,"high intensity"
63.8711079912865,"high intensity"
70.2170904133405,"high intensity"
65.2905834854662,"high intensity"
65.4733995721366,"high intensity"
86.7211772901275,"high intensity"
62.4170039440003,"high intensity"
66.9970884480002,"high intensity"
56.8267587354167,"high intensity"
63.6204566896502,"high intensity"
77.6870770329909,"high intensity"
88.7881232506216,"high intensity"
71.6428744872009,"high intensity"
90.064587595568,"high intensity"
67.6339319886669,"high intensity"
68.7959191934988,"high intensity"
55.6260805897132,"high intensity"
81.8083584463902,"high intensity"
70.6239373907307,"high intensity"
74.2233054132448,"high intensity"
77.2512256224572,"high intensity"
75.0972393151938,"high intensity"
58.7023818712325,"high intensity"
65.9430457751705,"high intensity"
79.7411842359006,"high intensity"
76.7831769341818,"high intensity"
78.8541578933942,"high intensity"
74.5902708389295,"high intensity"
61.0711630108629,"high intensity"
53.0417793739047,"high intensity"
59.8971852504519,"high intensity"
59.9273857621865,"high intensity"
66.8035835711379,"high intensity"
66.3889332656478,"high intensity"
70.2518710948944,"high intensity"
85.2987505693668,"high intensity"
68.7247055775777,"high intensity"
74.1852406593087,"high intensity"
86.6818725503238,"high intensity"
53.8207476971049,"high intensity"
77.5094774020344,"high intensity"
81.5153811590662,"high intensity"
57.1749520166847,"high intensity"
80.9896571678483,"high intensity"
75.3209813039604,"high intensity"
49.3590479319208,"high intensity"
54.8755721335908,"high intensity"
74.053593785802,"high intensity"
66.4672240796414,"high intensity"
66.6400634724389,"high intensity"
53.9427586619204,"high intensity"
71.1594733262783,"high intensity"
56.8702198629943,"high intensity"
71.5226712867628,"high intensity"
61.1963827221071,"high intensity"
77.6581502478035,"high intensity"
73.5457395021188,"high intensity"
50.9924097340929,"high intensity"
58.4900763845295,"high intensity"
70.8076853165869,"high intensity"
68.1415757315989,"high intensity"
74.9642435334012,"high intensity"
83.0547555427152,"high intensity"
48.72212187913,"high intensity"
71.154497732778,"high intensity"
62.8172786557927,"high intensity"
79.3508689495814,"high intensity"
64.3754915543216,"high intensity"
57.8159842715077,"high intensity"
57.1395580098575,"high intensity"
66.563206038196,"high intensity"
69.9654771588113,"high intensity"
73.8704507331905,"high intensity"
70.4728893040134,"high intensity"
62.2076181395945,"high intensity"
64.4590944923929,"high intensity"
69.9796241376328,"high intensity"
73.5415148737546,"high intensity"
76.7706758208836,"high intensity"
66.4092198154789,"high intensity"
52.6671727013584,"high intensity"
53.6204141801476,"high intensity"
44.1257373295198,"high intensity"
79.8228571785634,"high intensity"
74.8551532200042,"high intensity"
62.4554528893032,"high intensity"
84.8448779163678,"high intensity"
63.5032638733268,"high intensity"
73.1357590236913,"high intensity"
79.2531589101254,"high intensity"
57.0495276428031,"high intensity"
80.9831227749521,"high intensity"
77.584771759125,"high intensity"
59.4558879406418,"high intensity"
89.7871358106667,"high intensity"
73.2234018659908,"high intensity"
72.7411899039882,"high intensity"
76.2901058087434,"high intensity"
85.875308076087,"high intensity"
78.7418217651932,"high intensity"
59.8390273437059,"high intensity"
67.5503169506176,"high intensity"
66.3197670216625,"high intensity"
54.2989317754323,"high intensity"
68.248931649612,"high intensity"
73.4733316831166,"high intensity"
64.3949690794273,"high intensity"
64.6207121043855,"high intensity"
62.0348582741893,"high intensity"
85.1111284917334,"high intensity"
69.3837919129208,"high intensity"
74.7638642115776,"high intensity"
60.335635305068,"high intensity"
50.7710899918005,"high intensity"
59.1586951322291,"high intensity"
61.4316926791318,"high intensity"
54.3720463809009,"high intensity"
64.3504460048068,"high intensity"
75.9481026662067,"high intensity"
79.2011305153725,"high intensity"
49.0782799324799,"high intensity"
64.2200167628772,"high intensity"
53.4131550063352,"high intensity"
61.4711840546722,"high intensity"
69.4383073115667,"high intensity"
68.5396009958381,"high intensity"
63.0141680960033,"high intensity"
55.9414305159458,"high intensity"
46.2138378322844,"high intensity"
68.1762058623,"high intensity"
66.7017274471676,"high intensity"
63.849677006863,"high intensity"
65.3012646666505,"high intensity"
71.8098577857426,"high intensity"
80.5429181990957,"high intensity"
64.4229133927034,"high intensity"
63.1811583139265,"high intensity"
64.7682178979832,"high intensity"
70.772815258927,"high intensity"
75.5396547154477,"high intensity"
83.0072292581306,"high intensity"
53.3760805365698,"high intensity"
67.6101592409892,"high intensity"
87.7200047764019,"high intensity"
53.1944568694626,"high intensity"
67.4709511682831,"high intensity"
66.2665453785052,"high intensity"
73.5011162522419,"high intensity"
64.8094857030738,"high intensity"
88.6358558018603,"high intensity"
58.0386324127521,"high intensity"
69.9926591160114,"high intensity"
56.7642995440879,"high intensity"
58.8035333574228,"high intensity"
49.9759016694043,"high intensity"
74.8395321101489,"high intensity"
75.1111014464606,"high intensity"
61.8636069528833,"high intensity"
61.3294245064801,"high intensity"
60.1668250328563,"high intensity"
67.9510444425583,"high intensity"
64.3583642731743,"high intensity"
48.3555109519445,"high intensity"
77.4470386182933,"high intensity"
55.4122586266606,"high intensity"
76.2576162084322,"high intensity"
67.8462527756245,"high intensity"
69.3286228076054,"high intensity"
73.1405486566478,"high intensity"
84.3153816608847,"high intensity"
55.8175838928109,"high intensity"
64.2192676541584,"high intensity"
67.4398558949836,"high intensity"
73.6087644761066,"high intensity"
77.1199365092394,"high intensity"
60.9156877457664,"high intensity"
67.0100185612547,"high intensity"
73.454809116805,"high intensity"
88.5490189386729,"high intensity"
70.6339216502197,"high intensity"
78.2061762645401,"high intensity"
64.2967694404953,"high intensity"
75.2438414142824,"high intensity"
58.8324238668661,"high intensity"
69.7580498014109,"high intensity"
56.7776502930102,"high intensity"
64.5600039877287,"high intensity"
77.2266089988896,"high intensity"
75.7199238231057,"high intensity"
76.7958644746822,"high intensity"
56.4683989233325,"high intensity"
73.9108568197104,"high intensity"
65.4141987884803,"high intensity"
61.6073885053725,"high intensity"
77.2460082416341,"high intensity"
94.5779614652122,"high intensity"
70.2157688083471,"high intensity"
78.6124459320503,"high intensity"
72.4209306262039,"high intensity"
65.1060212602139,"high intensity"
53.831566135684,"high intensity"
70.5092116679116,"high intensity"
46.6718194927365,"high intensity"
81.9416528640341,"high intensity"
56.3319366113925,"high intensity"
79.7844080927164,"high intensity"
75.2855377354123,"high intensity"
63.6095559021998,"high intensity"
50.1686682051024,"high intensity"
73.885273932783,"high intensity"
66.8661692267483,"high intensity"
75.1162397321977,"high intensity"
52.4715702707849,"high intensity"
56.1641511973613,"high intensity"
70.0143580519273,"high intensity"
89.7594828236184,"high intensity"
77.3368551642089,"high intensity"
73.5247816923719,"high intensity"
73.1807188950087,"high intensity"
88.0383132264442,"high intensity"
84.0301495159603,"high intensity"
75.7882660556034,"high intensity"
79.2656795612647,"high intensity"
62.8571580870911,"high intensity"
62.5251533104273,"high intensity"
69.9162254820064,"high intensity"
67.5551540344759,"high intensity"
68.088657832941,"high intensity"
67.131536339825,"high intensity"
86.4878495028291,"high intensity"
68.4750695222571,"high intensity"
63.1255243524074,"high intensity"
64.8061588952607,"high intensity"
73.225225022538,"high intensity"
53.3675911607174,"high intensity"
72.1212721660475,"high intensity"
58.1848283961124,"high intensity"
61.9237970006313,"high intensity"
66.898449806046,"high intensity"
76.0748212003169,"high intensity"
60.8077289408332,"high intensity"
77.9044760960234,"high intensity"
88.4937713256625,"high intensity"
67.2431404122008,"high intensity"
73.9472980222204,"high intensity"
81.7084489157312,"high intensity"
67.2383949506908,"high intensity"
81.1013667170609,"high intensity"
83.9957164323911,"high intensity"
57.7120789038285,"high intensity"
62.9667183378542,"high intensity"
79.575124509415,"high intensity"
52.1502983005765,"high intensity"
57.3190289121533,"high intensity"
72.8668379606582,"high intensity"
84.3983928480149,"high intensity"
73.6284480505274,"high intensity"
51.0925243781894,"high intensity"
54.7992609391351,"high intensity"
73.8209033613278,"high intensity"
72.7289576499724,"high intensity"
53.7051998144393,"high intensity"
58.9335829212417,"high intensity"
58.9200516368726,"high intensity"
44.3171927818087,"high intensity"
51.4986657813265,"high intensity"
63.8728471466047,"high intensity"
56.9997183750555,"high intensity"
73.6986679832274,"high intensity"
72.03167758224,"high intensity"
65.7761010806524,"high intensity"
76.9315213892509,"high intensity"
72.9343740866809,"high intensity"
56.3110422380401,"high intensity"
86.9217972335247,"high intensity"
73.5798115735816,"high intensity"
73.1442639139021,"high intensity"
66.4585223485608,"high intensity"
72.4058198523171,"high intensity"
68.3620210572392,"high intensity"
70.4231444764809,"high intensity"
64.5632989424282,"high intensity"
65.480808558377,"high intensity"
76.5242416110292,"high intensity"
74.347373025493,"high intensity"
63.9594307451822,"high intensity"
88.4515207624447,"high intensity"
76.3706495362457,"high intensity"
61.3750986752117,"high intensity"
58.4042661676284,"high intensity"
75.8820454611586,"high intensity"
66.4175400212339,"high intensity"
62.2914943691351,"high intensity"
62.9272266729359,"high intensity"
73.2027109937937,"high intensity"
55.9376990761018,"high intensity"
63.0834248874089,"high intensity"
82.825084495995,"control"
76.0907755496191,"control"
59.7369343443646,"control"
59.135450902443,"control"
73.3474100723724,"control"
70.7217640849692,"control"
61.6643387397852,"control"
70.0223116229543,"control"
59.6033190705906,"control"
56.4071932200709,"control"
62.8354883773331,"control"
61.7197123789601,"control"
66.0159522286939,"control"
53.8665548344361,"control"
76.8260653427472,"control"
77.7435275652207,"control"
79.2481489955062,"control"
69.2695967824467,"control"
74.5762460046914,"control"
93.5022723849752,"control"
70.6173539858951,"control"
71.0257970237948,"control"
68.0755382316149,"control"
76.1591605724735,"control"
55.2183199975179,"control"
84.1120259183441,"control"
59.3690395632042,"control"
64.0850623928599,"control"
83.6582289132373,"control"
66.0116118791624,"control"
59.7129327351789,"control"
76.050840705996,"control"
66.9194445226807,"control"
67.390021663708,"control"
94.931926045796,"control"
79.4656438263731,"control"
90.1401489818379,"control"
69.9343421203459,"control"
90.3948666705496,"control"
73.7171494020817,"control"
80.8141993714014,"control"
84.7225146521404,"control"
79.1875509712697,"control"
72.610858934207,"control"
56.6467633641665,"control"
76.6149681772455,"control"
54.752554127574,"control"
94.601742166386,"control"
63.5156486290619,"control"
76.0609004734184,"control"
75.1770337897672,"control"
65.1510466345027,"control"
73.1610303206612,"control"
61.7094288053677,"control"
57.264681230558,"control"
73.1064570654741,"control"
82.6395696036029,"control"
85.1298113390989,"control"
58.9780944181387,"control"
83.6747217896569,"control"
54.4752526639036,"control"
86.1084911654631,"control"
76.3244770919954,"control"
74.7077679418744,"control"
83.4132955800001,"control"
62.8514093508573,"control"
61.6943822373543,"control"
57.7359217220871,"control"
84.4708551371766,"control"
86.6117489448846,"control"
74.2799400993086,"control"
76.7363958385488,"control"
60.5458513434054,"control"
78.8612105287373,"control"
59.5040868264891,"control"
65.772409167382,"control"
64.5897426980723,"control"
49.259532030529,"control"
76.3435157744428,"control"
59.4400137343581,"control"
99.1134170861755,"control"
67.4595398571258,"control"
84.6494302043717,"control"
69.0525218572728,"control"
53.7588751110218,"control"
47.0212372570458,"control"
70.1427868745057,"control"
56.8711089687804,"control"
57.4029831234418,"control"
74.8653305470927,"control"
82.9765927283714,"control"
90.6827740941728,"control"
71.0941802027683,"control"
114.701108988968,"control"
77.4602744709762,"control"
80.3218289319826,"control"
81.5257609116338,"control"
69.7792119976217,"control"
76.3778538634049,"control"
67.7521293373681,"control"
42.1716303566575,"control"
76.2413262677882,"control"
81.0031459224291,"control"
66.4498374493374,"control"
68.2561914480648,"control"
77.7615674702179,"control"
72.6988133882548,"control"
73.7431304341762,"control"
70.8573277784377,"control"
51.9682476105231,"control"
58.3883277630005,"control"
77.6132915221435,"control"
83.6451387465964,"control"
66.0801070704481,"control"
75.7025095858208,"control"
44.1118591502466,"control"
50.8092896925,"control"
79.3995731491701,"control"
49.4665189216609,"control"
83.4554821379589,"control"
63.0695564203894,"control"
68.1859756913547,"control"
96.5141044013199,"control"
77.2855339291766,"control"
83.7842744506374,"control"
73.1407471516487,"control"
75.1896126131867,"control"
44.713881599126,"control"
50.7031347687802,"control"
51.3772799038576,"control"
85.1194863845557,"control"
60.4687177620593,"control"
90.8592507039581,"control"
61.6501523842342,"control"
53.224984068269,"control"
60.9279592779684,"control"
76.0699760169645,"control"
64.0301396620616,"control"
79.1367918839356,"control"
61.9672311212496,"control"
65.927137650352,"control"
59.5919677092413,"control"
58.5128767511226,"control"
55.4685067514226,"control"
57.4666071577943,"control"
73.6679273504614,"control"
79.0954824825266,"control"
93.2290909334776,"control"
70.2419708495875,"control"
49.6413869729368,"control"
73.2764065494819,"control"
58.4258539401752,"control"
57.2003015584053,"control"
53.5699644217389,"control"
76.9016752329333,"control"
47.7715203788022,"control"
81.0519851126219,"control"
56.0035841636673,"control"
64.5641769358895,"control"
78.8927533996979,"control"
64.38919101383,"control"
88.9563282538726,"control"
67.0460986476367,"control"
66.0694092599439,"control"
82.819495867944,"control"
68.1066224942794,"control"
62.3816979128253,"control"
70.1223317013851,"control"
80.4838980716049,"control"
60.8953426271304,"control"
67.9750094509209,"control"
71.5327538630755,"control"
71.7402053197273,"control"
64.6394774798958,"control"
65.1621162424264,"control"
62.2067511454359,"control"
75.4816701177119,"control"
77.2183538404876,"control"
87.9750744793732,"control"
97.539004314966,"control"
81.2879494023441,"control"
54.1505758243065,"control"
67.3574324707891,"control"
69.7215343857583,"control"
73.9180671843136,"control"
68.7606969527485,"control"
63.7819801430721,"control"
74.28715723447,"control"
84.5709069197284,"control"
77.3040125151162,"control"
58.8339799413932,"control"
71.6015513409218,"control"
74.3194054521185,"control"
